berita,label
"Dewa Peranginangin, anak Bupati Langkat nonaktif Terbit Rencana Peranginangin dan rekannya Hendra Surbakti dijatuhi pidana selama 1 tahun 7 bulan penjara.",0
Perhimpunan Dokter Forensik (PDFI) Jawa Timur mengumumkan hasil autopsi dan pemeriksaan dua jenazah korban Tragedi Kanjuruhan tak terdapat kandungan zat gas air mata.,0
Tawuran pemuda marak terjadi di Kota Pahlawan beberapa hari belakangan. Wali Kota Surabaya Eri Cahyadi mengimbau agar warganya waspada dan melapor ke Command Center 112 bila menemui hal-hal yang mencurigakan.,0
"Briptu AH yang menodong santri di Pondok Pesantren Imam Az-Zuhri yang berada di Kabupaten Gowa, Sulawesi Selatan saat ini menjalani penahanan di ruangan khusus Profesi dan Pengamanan (Propam) Polrestabes Makassar.",0
Buruh Jawa Timur (Jatim) memilih fokus mengawal kenaikan Upah Minimum Kota/Kabupaten (UMK) yang bakal ditetapkan 7 Desember 2022 ketimbang memprotes hasil kenaikan UMP 2023.,0
"Sebanyak 56 kios di lantai dua Pasar Mengwi, Kabupaten Badung, Bali, ludes terbakar. Kerugian dalam kebakaran tersebut ditaksir mencapai Rp4 miliar.",0
"Sejumlah masyarakat yang tergabung dalam kelompok gerakan suara rakyat Sumatera Barat (Sumbar) gelar panggung orasi rakyat tolak pasal bermasalah RKUHP di bundaran Tugu Adipura, depan Kantor DPRD Provinsi Sumbar, Padang, Selasa (29/11).",0
"Presiden Joko Widodo (Jokowi) meresmikan Asrama Mahasiswa Nusantara (AMN) di Siwalankerto, Wonocolo, Surabaya, Jawa Timur, Selasa (29/11).",0
"Penasihat hukum terdakwa pelanggaran HAM Paniai, Papua, Mayor Inf. (Purn) Isak Sattu meminta majelis hakim membebaskan kliennya dari dakwaan dan tuntutan Jaksa Penuntut Umum (JPU).",0
"Pipa air Pembangkit Listrik Tenaga Mikrohidro (PLTM) Cirompang di Kecamatan Bungbulang, Kabupaten Garut, Jawa Barat, bocor, Selasa (29/11).",0
"Kebakaran terjadi di lantai dua Pasar Mengwi, Kabupaten Badung, Bali, pada Selasa (29/11) malam. Setidaknya 50 kios pedagang hangus terbakar.",0
Presiden Joko Widodo (Jokowi) menyebut Menteri Pertahanan (Menhan) Prabowo Subianto memiliki ciri-ciri yang identik dengan kriteria pemimpin yang memikirkan rakyat. Yakni memiliki kerutan wajah dan berambut putih.,0
Hasil pemeriksaan Laboratorium Forensik mengungkap racun yang digunakan tersangka pembunuhan keluarga di Magelang adalah jenis sianida yang tergolong mematikan.,0
"Dhio Daffa Syadilla (22) warga Mertoyudan, Magelang, Jawa Tengah, ternyata sudah dua kali meracuni orang tua dan kakaknya.",0
"Polisi menetapkan DD (22) sebagai tersangka kasus pembunuhan satu keluarga di Dusun Prajenan, Kabupaten Magelang, Jawa Tengah.",0
"Kepala Pondok Pesantren Imam Az-Zuhri yang berada di Kabupaten Gowa, Sulawesi Selatan, Ustad Zuhuri menyebutkan santri yang mendapatkan todongan senjata oleh polisi Briptu AH, ada empat orang.",0
"Tim Gabungan Aremania (TGA) mengkritik penyidikan tragedi Kanjuruhan, di Malang, Jawa Timur, yang terjadi pada 1 Oktober 2022. Mereka menilai penyidikan tak ada perkembangan signifikan.",0
"Menteri Negara BUMN, Erick Thohir mengatakan prosesi Ngunduh Mantu putra bungsu Presiden RI Joko Widodo (Jokowi), Kaesang Pangarep dengan istrinya, Erina Gudono di Solo akan dilaksanakan di Loji Gandrung yang merupakan Rumah Dinas Wali Kota Solo.",0
"Tiga anggota keluarga yang tewas diduga keracunan di Mertoyudan, Magelang, Jawa Tengah, telah dimakamkan, Senin (28/11) malam.",0
"Satu unit bus terjun ke jurang di Jalan Salak, di Kecamatan Kerajaan, Kabupaten Pakpak Bharat, Sumatera Utara (Sumut), Senin (28/11).",0
"Polres Manokwari, Papua Barat, menetapkan tiga orang tersangka kasus dugaan makar pada aksi puluhan warga memperingati hari jadi West Papua New Guinea (WPNG) di kawasan Terminal Wosi Manokwari, Minggu (27/11).",0
"Sejumlah santri Pondok Pesantren Imam Az-Zuhri yang berada di Kabupaten Gowa, Sulawesi Selatan ditodongkan senjata oleh anggota polisi berinsial AH.",0
Proses autopsi dan pemeriksaan patologi forensik dua jenazah korban Tragedi Kanjuruhan telah rampung.,0
"Terdakwa kasus pelanggaran Hak Asasi Manusi (HAM) Paniai, Papua, Mayor Inf (Purn) Isak Sattu membacakan nota pembelaan atau pleidoi di hadapan majelis hakim HAM Pengadilan Negeri (PN) Makassar, Sulawesi Selatan.",0
"Akun instagram selebritas Nikita Mirzani, @nikitamirzanimawardi_172, mengunggah foto dengan keterangan gambar soal 'Nyai memiliki lawan jenderal dengan Bintang 2 di pundaknya'.",0
Penghulu yang akan menikahkan Kaesang Pangarep dan Erina Sofia Gudono bukanlah orang yang asing bagi acara pernikahan keluarga Presiden RI Joko Widodo (Jokowi).,0
"Majelis Ulama Indonesia (MUI) Makassar, Sulawesi Selatan, mendukung dan membenarkan langkah pihak kepolisian untuk memberikan tembak ditempat terhadap para pelaku teror anak panah dan kejahatan lainnya yang mengancam keselamatan dan nyawa warga.",0
Deputi Perlindungan Khusus Anak Kementerian Pemberdayaan Perempuan dan Perlindungan Anak (Kemen PPPA) Nahar buka suara ihwal beredarnya informasi penawaran adopsi anak yang orang tuanya meninggal akibat gempa Cianjur.,0
"Korban meninggal dunia dalam bencana gempa bumi di Kabupaten Cianjur, Jawa Barat, bertambah 17 menjadi 310 orang pada Jumat (25/11). Sementara korban gempa yang belum ditemukan mencapai 24 orang.",0
"Terdakwa pembunuhan Calon Kepala Desa (Kades) di Kabupaten Pamekasan, Jawa Timur, Abdul Hamid (36) divonis seumur hidup oleh Pengadilan Tinggi Surabaya.",0
Tim SAR gabungan menghentikan proses evakuasi korban gempa Cianjur yang masih tertimbun longsor karena hujan deras mengguyur sejak Jumat (25/11) siang.,0
"Heri Kurnia tampak khusyuk memanjatkan doa usai melakukan salat Jumat bersama di Posko Pengungsian Utama Kopassus, Desa Cijedil, Kecamatan Cugenang, Cianjur, Jawa Barat.",0
"Kepala Kantor Urusan Agama (KUA) Kecamatan Depok, Sleman, Muhammad Wiyono bakal menjadi penghulu di pernikahan Kaesang Pangarep dan Erina Sofia Gudono, Sabtu (10/12).",0
Basarnas menyebut tujuh orang dari total 39 orang yang masih dinyatakan hilang akibat gempa Cianjur telah ditemukan pada Jumat (25/11).,0
"Sebanyak tujuh anggota polisi berpangkat Bripda yang menganiaya perawat di RS Bandung, Kota Medan, Sumatera Utara, hanya dijatuhi sanksi disiplin atau etik.",0
