berita,label
DPR Aceh segera menindaklanjuti permintaan Mendagri soal usulan tiga nama calon Pj Gubernur yang masa jabatannya akan berakhir 6 Juli 2023.,0
"Salah satu sekretariat mahasiswa di dalam kampus Universitas Negeri Makassar (UNM), Sulawesi Selatan, dipasangi garis polisi, karena menjadi lokasi bunker narkoba yang ditemukan pihak kepolisian.",0
"Gempa berkekuatan magnitudo 4,7 mengguncang wilayah Kabupaten Pesisir Barat, Lampung, Sabtu (10/6) malam.",0
Artikel ini berpotensi membuat pembaca merasa tak nyaman.,0
Gunung Anak Krakatau (GAK) kembali meletus sebanyak tiga kali pada Sabtu (10/6). Ketinggian erupsinya antara 1.500 meter hingga 3.500 meter dari puncak gunung.,0
"Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) Sandiaga Uno mengakui sedang menjalani ""ospek"" sebagai kader Partai Persatuan Pembangunan (PPP). Dia yakin akan lolos dalam proses ini dengan nilai tertinggi.",0
"Wali Kota Medan, Sumatera Utara, Bobby Nasution ingin mengembangkan Museum Situs Kota China yang berada di Kecamatan Medan Marelan.",0
"Kepala Kejaksaan Negeri (Kajari) Kabupaten Madiun, Andi Irfan Syafruddin, dicopot dari jabatannya karena dinyatakan positif mengonsumsi narkoba.",0
"Satu tersangka Tragedi Kanjuruhan, eks Direktur Utama (Dirut) PT Liga Indonesia Baru (LIB) Akhmad Hadian Lukita belum ditahan dan belum disidang lantaran berkasnya tak kunjung lengkap dari Polda Jatim.",0
Beredar video di media sosial jemaah calon haji berasal dari kloter 14 Embarkasi Makassar terlantar dan mengaku diusir di depan sebuah hotel di Arab Saudi.,0
"Polda Kalimantan Selatan menjerat tersangka kepemilikan sejumlah senjata api (senpi) ilegal dan ratusan butir amunisi, TS (29), dengan sangkaan Undang-Undang Darurat Nomor 12 Tahun 1951 yang ancamannya hukuman mati atau hukuman penjara seumur hidup atau setinggi-tingginya dua puluh tahun.",0
Wali Kota Medan Bobby Nasution belum menentukan sikap bakal maju menjadi calon gubernur Sumatera Utara atau tidak di Pilkada 2024 mendatang.,0
"Polisi mendalami jaringan peredaran narkoba yang dikendalikan dari dalam lembaga pemasyarakatan di Sulawesi Selatan, setelah menemukan bunker narkoba di salah satu kampus di Makassar.",0
"Rumah yang dijadikan tempat penampungan 24 wanita asal Provinsi Nusa Tenggara Barat (NTB) calon tenaga kerja Indonesia (TKI) ilegal korban tindak pidana perdagangan orang (TPPO) di Lampung, diketahui milik seorang perwira Polri.",0
"Siswa di Aceh penerima bantuan dana dari Program Indonesia Pintar (PIP) terpaksa harus mencairkan uang mereka melalui PT Bank Rakyat Indonesia Tbk (BRI) yang berada di Sumatera Utara. Pasalnya, tidak ada bank konvensional di Aceh yang beroperasi.",0
Guru musik Putri Ariani buka suara mengenai persiapan anak didiknya itu sebelum terbang ke Amerika Serikat untuk ikut America's Got Talent (AGT) 2023. Sapta Keswara selaku guru mengatakan persiapan dilakukan sejak beberapa bulan lalu.,0
"Jaksa penuntut umum (JPU) Kejaksaan Negeri Humbang Hasundutan mengajukan kasasi atas vonis bebas yang dijatuhkan majelis hakim Pengadilan Negeri Tarutung terhadap Harapan Munthe, pria yang memutilasi istrinya sendiri.",0
Komisi Perlindungan Anak Indonesia (KPAI) mendatangi Jambi guna mengawasi kasus siswi SMP berinisial SFA yang sempat dilaporkan Pemkot Jambi ke polisi.,0
"Kepala Dinas Kominfotik Kota Jambi Abu Bakar viral di media sosial karena diduga memprovokasi pelaporan siswi SMP, SFA yang kritik Pemkot Jambi.",0
"Majelis Hakim Pengadilan Negeri Tarutung, Sumatera Utara (Sumut) menjatuhkan vonis lepas terhadap terdakwa Harapan Munthe yang membunuh dan memutilasi istrinya sendiri.",0
Direktorat Reserse Narkoba kepolisian daerah Sulawesi Selatan mengungkap temuan bunker penyimpanan narkoba di salah satu kampus di Makassar.,0
Panglima TNI Laksamana Yudo Margono membeberkan soal rencana penambahan komando daerah militer (kodam) di setiap provinsi di Indonesia.,0
"Pertamina Patra Niaga menemukan praktik illegal tapping atau pencurian minyak sebanyak 510 liter di wilayah jalur pipa BBM di Bagian Deli, Kecamatan Medan Belawan, Kota Medan, Sumut.",0
"Kelompok Persaudaraan Setia Hati Terate (PSHT) di Jawa Tengah meminta para anggotanya tidak melakukan aksi balasan terkait insiden tawuran dengan kelompok suporter Brajamusti di Yogyakarta, DIY, beberapa hari lalu.",0
Kepala Dinas Pengendalian Penduduk dan Keluarga Berencana (PPKB) Kota Makassar Chaidir dicopot dari jabatannya karena diduga memiliki istri lebih dari satu atau berpoligami tanpa izin.,0
"Pengurus Pusat Persaudaraan Setia Hati Terate (PSHT) meminta anggota perguruan di seluruh wilayah untuk tidak melakukan pergerakan massa ke Kota Yogyakarta, pascatawuran yang terjadi di Jalan Tamansiswa, Mergangsan, Yogyakarta, Minggu (4/6) malam lalu.",0
Gubernur Sumatera Utara (Sumut) Edy Rahmayadi mengaku sakit hati ketika penyelenggaraan pelayanan publik Pemprov Sumut dikritisi Ombudsman RI.,0
Kepolisian membongkar kasus senjata ilegal yang diduga melibatkan pekerja Pelindo di Kalimantan.,0
"Majelis Hakim Pengadilan Negeri Palembang, Sumatera Selatan, memvonis tiga komisioner Badan Pengawas Pemilu (Bawaslu) Kota Prabumulih selaku terdakwa dugaan korupsi dana hibah anggaran tahun 2017-2018 dengan hukuman masing-masing tiga tahun 10 bulan dan empat tahun penjara.",0
Kasus dugaan pencemaran nama baik yang dilaporkan Pemkot Jambi terhadap siswi SMP berinisial SFA (15) berakhir damai setelah proses mediasi lewat restorative justice di kepolisian.,0
Polda Bali dan Kantor Imigrasi Kelas I Khusus TPI Ngurah Rai menegaskan tidak salah tangkap buronan Interpol asal Kanada atas nama Stephane Gagnon alias SG (50) seperti yang ditudingkan pihak penasihat hukum WNA itu.,0
Gubernur Sumatera Utara (Sumut) Edy Rahmayadi memutuskan untuk maju pada Pemilihan Gubernur (Pilgub) Sumut 2024. Namun Edy memastikan tak akan berpasangan kembali dengan Wagub petahana Sumut Musa Rajekshah alias Ijeck.,0
"Gubernur Daerah Istimewa Yogyakarta (DIY) Sri Sultan Hamengku Buwono X merespons peristiwa tawuran yang terjadi di wilayah Taman Siswa, Kota Yogyakarta, Minggu (4/6) malam lalu.",0
"Pihak kepolisian Polda Bali akan melakukan pemeriksaan ulang kepada buronan interpol asal Kanada, Stephane Gagnon yang ditangkap di Canggu, Kecamatan Kuta Utara, Kabupaten Badung, Bali, atas dugaan penipuan investasi di negaranya.",0
"Polda Jawa Timur meringkus peretas atau hacker website milik Bappeda, BPBD dan Litbang Pemkab Malang.",0
"Beberapa waktu lalu, beredar video yang merekam tower Pembangkit Tenaga Listrik Uap (PLTU) milik PT Indonesia Morowali Industrial Park (IMIP), Sulawesi Tengah.",0
"Majelis Hakim di Pengadilan Negeri Medan, Sumatera Utara, menjatuhkan vonis bebas terhadap mantan Kepala Badan Pertanahan Nasional (BPN) Toba Saut Simbolon yang didakwa melakukan tindak pidana korupsi pengembangan transportasi Danau Toba anggaran 2017.",0
"Ketua Umum Partai Gerindra Prabowo Subianto digugat ke pengadilan oleh kadernya di Kabupaten Pangkep, Sulawesi Selatan yang tidak diterima usai dipecat.",0
"Sebanyak 352 orang yang sempat ditangkap dan dibawa ke Mapolda DIY karena diduga terlibat tawuran di Jalan Tamansiswa, Mergangsan, Kota Yogyakarta akhirnya dipulangkan.",0
Seluruh bakal calon anggota legislatif (Bacaleg) untuk DPR Aceh mulai hari ini Selasa (6/6) akan menjalani tes mampu baca Alquran yang dipusatkan di Asrama Haji Banda Aceh.,0
"Kabar duka datang dari tanah suci. Dua orang jemaah haji asal Lamongan, Jawa Timur, dilaporkan meninggal dunia pada Minggu (4/6).",0
"Benda bersejarah berupa kursi peninggalan Ki Hadjar Dewantara rusak akibat tawuran yang terjadi di Jalan Tamansiswa, Mergangsan, Yogyakarta, Minggu (4/6). Kursi yang selama ini disimpan di Museum Taman Siswa Dewantara Kirti Griya itu rusak akibat terlempar saat kericuhan terjadi.",0
Menko Polhukam Mahfud MD mengaku akan mendampingi siswi SMP berinisial SFA yang dilaporkan pihak pemkot ke Polda Jambi.,0
"Penyidik kepolisian menjerat 11 tersangka kasus kekerasan seksual terhadap anak perempuan berusia 15 tahun di Kabupaten Parigi Moutong, Sulawesi Tengah dengan pasal perlindungan anak.",0
"Pemerintah Provinsi Kalimantan Tengah menetapkan Status Siaga Darurat Bencana Kebakaran Hutan dan Lahan (karhutla) selama 167 hari, sejak 29 Mei hingga 10 November 2023.",0
"Sebanyak 352 orang diduga terlibat tawuran di Jalan Tamansiswa, Mergangsan, Kota Yogyakarta, Minggu (4/6) petang dibawa ke Mapolda DIY. Sementara, sembilan orang dilaporkan terluka buntut insiden itu.",0
Anggota Komisi III DPR RI asal Aceh M Nasir Djamil menduga kaburnya seorang narapidana narkoba Lapas Kelas II B Idi Aceh Timur sudah direncanakan dengan matang dan mendapatkan bantuan dari orang dalam.,0
"Putra bungsu Presiden RI Joko Widodo (Jokowi), Kaesang Pangarep, akhirnya terus terang soal peluang mengikuti jejak ayah, kakak sulung, dan kakak iparnya terjun ke politik.",0
"Komisioner Lembaga Perlindungan Saksi dan Korban (LPSK) Livia Iskandar mengatakan pihaknya akan hadir memberikan perlindungan terhadap anak perempuan yang menjadi korban kekerasan seksual oleh sejumlah pria dewasa di Parigi Moutong, Sulawesi Tengah.",0
"Ratusan orang dari salah satu kelompok yang terlibat tawuran di Jalan Tamansiswa, Mergangsan, Yogyakarta digiring ke Mapolda DIY, Sleman, Minggu (4/6) malam.",0
"Kepala Kepolisian Daerah Istimewa Yogyakarta Irjen Pol Suwondo Nainggolan memastikan situasi di Jalan Taman Siswa, Kota Yogyakarta telah terkendali pascatawuran dua kelompok massa di kawasan itu pada Minggu (4/6) malam.",0
Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) Sandiaga Uno mengungkapkan hingga detik ini dirinya masih juga belum bergabung dengan partai mana pun.,0
"Seorang calon jemaah haji asal Kota Lhokseumawe, Aceh, Muhammad Yusuf Dadeh (70), meninggal dunia di Arab Saudi pada Minggu (4/6).",0
"Tawuran antarkelompok terjadi di Jalan Tamansiswa, Mergangsan, Kota Yogyakarta, Minggu (4/6) petang. Kepolisian langsung dikerahkan dan bersiaga di lokasi.",0
"Raut bahagia tampak pada sejumlah warga Desa Jogosatru RT 1/RW 1, Sukodono, Sidoarjo. Sabtu (3/6) malam, mereka menggelar tasyakuran atas penahanan tetangganya, Masriah, emak-emak yang menyiram air kencing dan tinja ke rumah Wiwik.",0
"TNI Angkatan Laut mengungkap bahwa kebakaran di KRI Teluk Hading 538 di Perairan Selayar, Sulawesi Selatan, pada Sabtu (3/6) berhasil dipadamkan dalam 30 menit.",0
"Kejadian Luar Biasa (KLB) rabies di Kabupaten Sikka, NTT, yang ditetapkan sejak dua pekan lalu, membuat lima kecamatan di daerah tersebut diisolasi.",0
"Polrestabes Makassar, Sulawesi Selatan, menyita ribuan botol minum keras (miras) dan ratusan bungkus rokok ilegal yang berasal dari China.",0
"Warga mengaku tak menyangka ada pabrik pembuatan ekstasi di rumah kontrakan di Semarang, Jawa Tengah. Diduga, itu terkait dengan ruang kedap suara.",0
Satu mahasiswa diduga pelaku penganiayaan terhadap seorang mahasiswa baru di kampus Universitas Muhammadiyah (Unismuh) Makassar ditangkap dan ditetapkan sebagai tersangka. Ia pun terancam sanksi dikeluarkan dari kampus atau drop out (DO).,0
"Kasus orang terkena gigitan anjing di Kabupaten Timor Tengah Selatan (TTS) NTT terus bertambah setiap hari. Pada Jumat (2/6), tercatat ada 21 kasus orang terkena gigitan anjing.",0
Tim Gabungan Direktorat Narkoba Bareskrim Polri dan Polda Jawa Tengah menggerebek sebuah rumah di Semarang yang diduga menjadi pabrik pembuatan pil ekstasi.,0
Pesawat terbesar di dunia AirbusA380-800 milik maskapai penerbangan Emirates mendarat di Bandara Internasional I Gusti Ngurah Rai Bali pada Kamis (1/6) pukul 16.35 WITA. Pesawat komersial itu mengangkut 482 penumpang dari Bandara Internasional Dubai pada Kamis (1/6) pukul 03.49 waktu setempat.,0
"Acara Parade Seni Budaya Lintas Etnis menyambut peringatan Hari Ulang Tahun ke-76 Pemerintah Kota Yogyakarta ditunda menyusul agenda kegiatan Presiden RI Joko Widodo (Jokowi) di DI Yogyakarta (DIY) selama akhir pekan panjang (long weekend) ini, 1-4 Juni 2023.",0
"Unjuk rasa sejumlah aktivis mahasiswa menolak wacana mengembalikan sistem pemilu ke Proporsional Tertutup atau hanya coblos partai di Makassar, Sulawesi Selatan, Kamis (1/6).",0
"Warga negara asing (WNA) asal Jerman, Darja Tuschinski (28), yang bugil di sebuah pertunjukan tari Bali di Puri Saraswati Ubud, Gianyar, dideportasi pada Kamis (1/6) ini.",0
Tim Polda Metro Jaya telah dikirim ke wilayah Sulawesi Selatan untuk memburu terduga penipuan tiket Coldplay di wilayah provinsi tersebut.,0
"Usai memimpin Upacara Hari Lahir Pancasila di kawasan Monas, Jakarta Pusat, Presiden RI Joko Widodo (Jokowi) dan keluarga bertolak ke DI Yogyakarta, Kamis (1/6).",0
Gubernur Bali Wayan Koster mengungkapkan arahan dari Megawati Soekarnoputri pada dirinya terkait ulah para WNA nakal di Pulau Dewata.,0
Gubernur Sumatera Utara Edy Rahmayadi menyoroti soal Mahkamah Konstitusi (MK) yang bakal memutus gugatan UU Pemilu untuk menjadikan sistemnya coblos partai (proporsional tertutup) atau tetap coblos caleg (proporsional terbuka).,0
Subdit V Ditreskrimsus Polda Jawa Timur  membekuk dua peretas atau hacker situs resmi negara.,0
"Dua terdakwa pembunuhan N (14) di area cagar budaya Benteng-Gudang Peluru Kedung Cowek, menjalani sidang di Pengadilan Negeri (PN) Surabaya, Rabu (31/5). Mereka dituntut 9 tahun penjara.",0
"Anggota Komisi III DPR RI Nasir Djamil mengecam pembakar balai pengajian milik organisasi Muhammadiyah di Desa Sangso, Kecamatan Samalanga Kabupaten Bireuen, Aceh.",0
Wali Kota Solo Gibran Rakabuming Raka mengaku enggan ikut campur atau cawe-cawe urusan partai politik jelang menghadapi Pilpres 2024.,0
Gubernur Bali Wayan Koster buka suara soal surat undangan dirinya mewajibkan bupati dan wali kota di Pulau Dewata ikut rapat tanpa diwakili.,0
"Dua anggota Polri aktif terpidana kasus penganiayaan jurnalis Tempo di Surabaya, Nurhadi, dua kali mangkir panggilan jaksa penuntut umum (JPU) dari Kejati (Kejaksaan Tinggi) Jawa Timur.",0
"Balai pengajian milik Muhammadiyah di Desa Sangso, Kecamatan Samalanga, Kabupaten Bireuen, Aceh diduga dibakar oleh orang tak dikenal pada Selasa (30/5).",0
"Dua tersangka pemerkosaan remaja perempuan berusia 15 tahun di Kabupaten Parigi Moutong (Parimo), Sulawesi Tengah, ditangkap polisi. Maka, total sudah ada tujuh orang yang ditangkap, sementara tiga orang masih buron.",0
"Seorang pelajar SMP di Makassar, Sulawesi Selatan ditemukan meninggal dunia. Pihak keluarga keberatan dengan kepolisian yang menyimpulkan bunuh diri.",0
"Puluhan massa dari Aliansi Masyarakat Sumut untuk Perubahan melakukan unjuk rasa di depan Kantor Gubernur Sumatera Utara (Sumut), Medan, Rabu (31/5) siang.",0
"Masriah, tersangka penyiraman air kencing, kotoran, comberan serta sampah ke rumah tetangganya di Desa Jogosatru, Sukodono, Sidoarjo, Jawa Timur, divonis satu bulan penjara.",0
