berita,label
Dinas Energi Sumber Daya Mineral (ESDM) Aceh akan menerbitkan larangan kios-kios untuk menjual gas subsidi atau LPG 3 kg di seluruh Aceh.,0
Dua terdakwa Tragedi Kanjuruhan menyebut Persatuan Sepakbola Seluruh Indonesia (PSSI) dan Liga Indonesia Baru (LIB) sebagai pihak yang paling bertanggung jawab dalam peristiwa 1 Oktober 2022 itu.,0
"Komisi Yudisial (KY) memantau persidangan Tragedi Kanjuruhan pascaaksi gaduh puluhan personel Brimob saat sidang Tragedi Kanjuruhan Malang di Pengadilan Negeri (PN) Surabaya, Jawa Timur.",0
"Tiga anggota Polri terdakwa Tragedi Kanjuruhan segera menjalani sidang tuntutannya di Pengadilan Negeri (PN) Surabaya, Kamis (23/2).",0
Rumah Sakit Khusus Daerah (RSKD) Dadi Provinsi Sulawesi Selatan di Makassar menyiapkan tempat tidur bagi calon legislatif (caleg) gagal pada pemilu 2024 nanti.,0
Seorang pegawai honorer Dinas Kesehatan Kalimantan Barat berinisial HA (27) ditangkap jajaran Polresta Yogyakarta usai diduga membuka praktik tembak data untuk pendaftaran PeduliLindungi tanpa melakukan vaksinasi Covid-19.,0
Sekretaris Daerah (Sekda) Provinsi Bali Dewa Made Indra membeberkan histori praktik 'jual beli kepala' wisatawan yang diduga dilakukan sejumlah agen perjalanan dari China.,0
"Polda Banten menghentikan proses hukum kasus pencemaran nama baik dan pelanggaran Undang-undang (UU) ITE yang dilaporkan Rozy Zay Hakiki kepada mantan istrinya Norma Risma karena menuding melakukan perzinahan dengan mertuanya, Rihana.",0
"Ketua Harian DPP Perindo Tuan Guru Bajang (TGB) Muhammad Zainul Majdi bertamu ke Wali Kota Solo, Gibran Rakabuming Raka.",0
Kabid Humas Polda Sulawesi Selatan Kombes Pol Komang Suartana menuturkan tersangka pengedar sabu yang dibekingi polisi berinisial G merupakan jaringan peredaran narkotika lintas kabupaten di Sulsel.,0
"Gubernur Jawa Timur Khofifah Indar Parawansa menyebut kasus ledakan karena bahan baku petasan seperti di Dusun Tegalrejo, Desa Karangbendo, Kecamatan Ponggok, Kabupaten Blitar, sudah sering terjadi.",0
"Sebanyak 20 orang korban luka akibat ledakan bahan baku petasan Dusun Tegalrejo, Desa Karangbendo, Kecamatan Ponggok, Kabupaten Blitar, telah diizinkan pulang dan menjalani rawat jalan. Sementara tiga lainnya masih dirawat.",0
Penyidik Profesi dan Pengamanan (Propam) Polda Sulawesi Selatan menangkap satu anggota yang diduga melindungi peredaran narkoba di Kabupaten Toraja Utara.,0
Koalisi Pegiat HAM Yogyakarta melaporkan Megawati Soekarnoputri ke Komnas Perempuan RI buntut pidatonya yang mempertanyakan ibu-ibu suka ikut pengajian.,0
Wakil Gubernur Bali Tjokorda Oka Sukawati atau Cok Ace menyorot soal praktik curang modus 'Jual Beli Kepala' turis asal China yang terjadi di Pulau Dewata tersebut.,0
"Wakil Gubernur Bali Tjokorda Oka Sukawati atau Cok Ace menyoroti ada berbagai isu soal pariwisata, yang salah satunya terkait kedatangan wisatawan asal China ke Pulau Dewata tersebut.",0
Bidang Profesi dan Pengamanan (Propam) Polda Sulawesi Selatan melakukan pemeriksaan tes urine terhadap seluruh anggota Polres Toraja Utara setelah viral pengakuan salah satu tersangka pengedar sabu yang dibekingi oknum polisi.,0
"Kepolisian Resor (Polres) Batu melakukan penyelidikan terkait aksi pencurian Arca Siwa yang berada di Candi Ganter, Desa Tulungrejo, Kecamatan Ngantang, Kabupaten Malang, Jawa Timur.",0
"Polres Cianjur, Jawa Barat, melakukan rekonstruksi ulang kasus kecelakaan maut atau tabrak lari yang menewaskan mahasiswi Selvi Amalia Nuraeni.",0
"Jenis-jenis bahan peledak yang ditemukan di TKP Dusun Tegalrejo, Desa Karangbendo, Kecamatan Ponggok, Kabupaten Blitar, terkategori low explosive atau daya ledak rendah.",0
"Proses evakuasi rombongan Kapolda Jambi yang mengalami kecelakaan di Bukit Tamiai, Kerinci, Jambi pada Minggu (19/2) lalu, dilanjutkan tim SAR gabungan. Sebanyak empat helikopter yang dilengkapi peralatan hoist bersiap mengangkut para korban.",0
"Putra Gubernur Jawa Timur Khofifah Indar Parawansa, Ali Mannagalli, serta anak Ketua DPD RI La Nyalla Mattaliti, Ali Affandi dikabarkan hengkang dari Partai Demokrat dan bergabung ke Partai Amanat Nasional (PAN) jelang Pemilu 2024.",0
"Seorang warga Myanmar berinisial RA (24) ditangkap polisi saat hendak membawa kabur pengungsi Rohingya dari kamp pengungsian di wilayah Kabupaten Pidie dan Lhokseumawe, Aceh.",0
"Api kembali berkobar membakar gudang plastik yang berada di Kabupaten Maros, Sulawesi Selatan. Sebelumnya petugas Dinas Pemadam Kebakaran (Damkar) membutuhkan waktu sekitar 21 jam untuk memadamkan api tersebut.",0
"Kapolri Jenderal Listyo Sigit Prabowo akan datang ke Jambi untuk memantau proses evakuasi rombongan Kapolda Jambi yang terjebak di hutan pascapendaratan darurat di Bukit Tamiai, Kerinci, Jambi. Diperkirakan Kapolri datang Selasa (21/2) sekitar pukul 14.00 WIB.",0
Badan Meteorologi Klimatologi dan Geofisika (BMKG) memprakirakan cuaca ekstrem masih berpotensi terjadi di sejumlah wilayah Jawa Tengah pada tanggal 21-23 Februari 2023.,0
"Material longsor yang menimbun jalan di Kilometer 73, Jalan Timor Raya, Kecamatan Takari, Kabupaten Kupang, NTT diperkirakan mencapai 10 ribu kubik.",0
"Wawan Kurniawan, Ketua RT 12, Kelurahan Rajabasa Jaya, Bandar Lampung, Lampung, membantah dirinya melarang umat Kristen untuk menggelar ibadah di Gereja Kristen Kemah Daud.",0
"Kepolisian akan mendalami sumber peredaran bahan petasan atau peledak, menyusul terjadinya ledakan di Dusun Tegalrejo, Desa Karangbendo, Kecamatan Ponggok, Kabupaten Blitar, Jawa Timur.",0
Pengadilan Negeri Cianjur menggelar sidang pertama praperadilan yang diajukan tersangka sopir sedan mewah yang dijadikan tersangka oleh polisi dalam kasus tabrak lari yang menewaskan mahasiswi Selvi Amalia Nuraeni.,0
"Tim Penjinak Bahan Peledak (Jihandak) dan Laboratorium Forensik (Labfor) Polda Jawa Timur menemukan sisa-sisa puntung rokok di dekat sumber ledakan petasan di Dusun Tegalrejo, Desa Karangbendo, Kecamatan Ponggok, Kabupaten Blitar. Polisi pun menduga ledakan diakibatkan korban merakit petasan sambil merokok.",0
"Rombongan Kapolda Jambi yang mendarat darurat di area Bukit Tamia, Kerinci, Jambi, Minggu (19/2), sampai saat ini belum dievakuasi lantaran cuaca masih berkabut tebal. ",0
"Ledakan di Dusun Tegalrejo, Desa Karangbendo, Kecamatan Ponggok, Kabupaten Blitar, diperkirakan terjadi hingga radius 100-150 meter.",0
"Kebakaran gudang plastik di Kabupaten Maros, Sulawesi Selatan (Sulsel) berhasil padam setelah petugas berjibaku menjinakkan si jago merah selama 21 jam lebih.",0
Tim SAR gabungan berhasil mencapai titik lokasi helikopter yang ditumpangi rombongan Kapolda Jambi Irjen Pol Rusdi Hartono dengan metode turun secara vertikal dengan bantuan tambang (rappelling).,0
"Balai Besar Wilayah Sungai Bengawan Solo (BBWS-BS) memastikan pembukaan pintu air waduk Gajah Mungkur (WGM) di Wonogiri, Jawa Tengah, tidak menyebabkan banjir di Kota Solo dan Kabupaten Sukoharjo Kamis (16/2).",0
"Korban ledakan petasan di Dusun Tegalrejo, Desa Karangbendo, Kecamatan Ponggok, Kabupaten Blitar, Jawa Timur, tercatat ada 4 orang tewas dan 23 orang terluka. Salah satu korban luka merupakan bayi berusia 4 bulan.",0
"Rektor Universitas Islam Indonesia (UII) Fathul Wahid menyebut dosennya yang hilang kontak, Ahmad Munasir Rafie Pratama belum kembali ke Indonesia sejak berangkat ke Arab Saudi sebelum menuju Norwegia.",0
"Lokasi kecelakaan helikopter yang ditumpangi rombongan Kapolda Jambi, Minggu (19/2), masuk wilayah Taman Nasional Kerinci Seblat (TNKS). Di lokasi itu masih dijumpai satwa liar seperti harimau, rusa, dan lainnya.",0
Bidang Profesi dan Pengamanan (Propam) Polda Sulawesi Selatan dikerahkan ke Polres Toraja Utara untuk menyelidiki pengakuan tersangka pengedar narkoba yang diduga dibekingi oknum anggota Polri.,0
"Rombongan Kapolda Jambi Irjen Rusdi Hartono yang mengalami kecelakaan helikopter di pergunungan Kerinci, Jambi, masih berada di dalam hutan. Mereka belum dapat dievakuasi meskipun tim SAR sudah menemukan rombongan lewat jalur udara dan darat.",0
"Salah satu keluarga korban ledakan di Dusun Tegalrejo, Desa Karangbendo, Kecamatan Ponggok, Blitar, Jawa Timur disebut punya kebiasaan membuat petasan setiap Ramadan.",0
"Kasi Humas Polres Blitar Iptu Rochan menyatakan potongan tubuh korban ledakan petasan di Dusun Tegalrejo, Desa Karangbendo, Kecamatan Ponggok, Kabupaten Blitar, Jawa Timur, telah teridentifikasi.",0
Satu unit helikopter yang dikerahkan untuk mengevakuasi delapan orang rombongan Polda Jambi mengalami kendala hamparan kabut tebal. Helikopter itu tidak bisa berhenti di udara untuk menurunkan tim SAR gabungan.,0
"Petugas pemadam kebakaran (damkar) masih berupaya memadamkan api yang melalap gudang plastik di Kabupaten Maros, Sulawesi Selatan. Kebakaran terjadi pada Minggu (19/2) pukul 14.00 WIB dan sampai saat ini api belum juga padam.",0
"Bantuan logistik telah tiba di lokasi kecelakaan helikopter yang ditumpangi Kapolda Jambi beserta rombongannya di Bukit Tamia, Muara Emat, Kerinci, Jambi. Namun evakuasi Kapolda Jambi Irjen Rusdi Hartono dan rombongannya belum dilakukan.",0
"Warga Negara Asing (WNA) Australia, bernama Strangio Antonio (35) buronan Interpol akan diserahkan langsung ke National Central Bureau (NCB) atau Interpol Roma, Italia, setelah ditangkap di Bali.",0
"Sebuah kebakaran menghanguskan gudang plastik yang berada di Kabupaten Maros, Sulawesi Selatan, pada Minggu (19/2). Kebakaran tersebut diduga disebabkan arus pendek listrik.",0
"Akses jalan di Jalan Timor Raya kilometer 73, Kupang, NTT, yang tertutup timbunan material longsor berhasil dibuka pada Minggu (19/2) sekitar pukul 18.00 WITA.",0
"Banjir di Solo, Jawa Tengah perlahan mulai surut sejak Kamis (16/2) petang, khususnya di Kelurahan Joyotakan, Kecamatan Serengan. Ratusan warga yang terdampak juga dilaporkan sudah mulai kembali ke rumah masing-masing.",0
"Balai Pelaksana Jalan Nasional (BPJN) Nusa Tenggara Timur memperkirakan proses pengerukan dan pembersihan jalan akibat tanah longsor di Kilometer 73, Jalan Timor Raya, Desa Noelmina, Kabupaten Kupang, bakal memakan waktu sekitar satu pekan.",0
"Siswi kelas 3 Sekolah Menengah Pertama (SMP) di wilayah Bone, Sulawesi Selatan, meninggal dunia setelah diduga depresi dan sakit usai diperkosa oleh teman sekolahnya.",0
"Sebanyak 11 kartu keluarga yang berada di Jalan Timor Raya, Desa Noelmina, Kabupaten Kupang, Nusa Tenggara (NTT) dievakuasi usai longsor di daerah tersebut yang terjadi pada Jumat (17/2).",0
"Tanah longsor menutupi ruas jalan di kilometer 73, Jalan Timor Raya, Desa Noelmina, Kecamatan Takari, Kabupaten Kupang Nusa Tenggara Timur (NTT) hingga mengakibatkan arus lalu lintas lumpuh total.",0
Banjir yang melanda Kota Solo sejak Kamis (16/2) lalu sudah hampir sepenuhnya surut. Sebagian besar pengungsi pun sudah beranjak dari pos pengungsian ke rumahnya masing-masing.,0
